,num,SNR,CD,HD,crossentropy,accuracy,gt,pre
0,916,100,0.04683453,0.30931103,0.23954473,1.0,1,1
1,916,100,0.04683453,0.30931103,0.23954473,1.0,1,1
2,916,100,0.04683453,0.30931103,0.23954473,1.0,1,1
